id,documentNumber,manifestDocumentNumber,kind,originalName,title,status,parseError,needsAppendix,itemsCount,measuresCount,parentDocumentNumber,inManifest,classification,createdAt
295,240/93/4643,240/93/4643,APPENDIX,Приложение к 4643 Обласов.docx,,IMPORTED,,false,29,29,240/93/4643,true,canonical,2026-06-23T12:51:01.647Z
168,240/93/4736,240/93/4736,LETTER,240 93 4736.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,14,0,,true,canonical,2026-06-23T12:50:51.605Z
169,240/93/4766,240/93/4766,LETTER,240 93 4766.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,1,1,,true,canonical,2026-06-23T12:50:51.691Z
170,240/93/4898,240/93/4898,LETTER,240 93 4898.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,15,0,,true,canonical,2026-06-23T12:50:51.730Z
296,240/93/4898,240/93/4898,APPENDIX,Приложение к 4898 ДКИТИ.docx,,IMPORTED,,false,2,2,240/93/4898,true,canonical,2026-06-23T12:51:01.780Z
171,240/93/494,240/93/494,LETTER,240 93 494.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,9,0,,true,canonical,2026-06-23T12:50:51.823Z
172,240/93/495,240/93/495,LETTER,240 93 495.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,17,0,,true,canonical,2026-06-23T12:50:51.891Z
297,240/93/495,240/93/6619,APPENDIX,Приложение ДЦОД.docx,,IMPORTED,,false,1,0,240/93/495,true,canonical,2026-06-23T12:51:01.837Z
173,240/93/4982,240/93/4982,LETTER,240 93 4982.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,7,0,,true,canonical,2026-06-23T12:50:51.988Z
174,240/93/5066,240/93/5066,LETTER,240 93 5066.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,14,0,,true,canonical,2026-06-23T12:50:52.047Z
175,240/93/514,240/93/514,LETTER,240 93 514.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,1,1,,true,canonical,2026-06-23T12:50:52.136Z
176,240/93/515,240/93/515,LETTER,240 93 515.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,13,0,,true,canonical,2026-06-23T12:50:52.176Z
298,240/93/515,240/93/515,APPENDIX,Приложение (от 240 93 515) ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/515,true,canonical,2026-06-23T12:51:01.882Z
177,240/93/5175,240/93/5175,LETTER,240 93 5175.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,15,0,,true,canonical,2026-06-23T12:50:52.261Z
299,240/93/5175,240/93/5175,APPENDIX,Приложение 240 93 5175.docx,,IMPORTED,,false,4,0,240/93/5175,true,canonical,2026-06-23T12:51:01.928Z
178,240/93/5259,240/93/5259,LETTER,240 93 5259.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,4,4,,true,canonical,2026-06-23T12:50:52.348Z
179,240/93/5267,240/93/5267,LETTER,240 93 5267.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,12,0,,true,canonical,2026-06-23T12:50:52.404Z
180,240/93/5268,240/93/5268,LETTER,240 93 5268.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,3,0,,true,canonical,2026-06-23T12:50:52.489Z
181,240/93/5337,240/93/5337,LETTER,240 93 5337.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,13,0,,true,canonical,2026-06-23T12:50:52.536Z
182,240/93/5373,240/93/5373,LETTER,240 93 5373.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,4,4,,true,canonical,2026-06-23T12:50:52.614Z
183,240/93/5421,240/93/5421,LETTER,240 93 5421.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,22,0,,true,canonical,2026-06-23T12:50:52.663Z
184,240/93/5478,240/93/5478,LETTER,240 93 5478.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,3,3,,true,canonical,2026-06-23T12:50:52.785Z
185,240/93/555,240/93/555,LETTER,240 93 555.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,3,0,,true,canonical,2026-06-23T12:50:52.838Z
186,240/93/5630,240/93/5630,LETTER,240 93 5630.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,2,2,,true,canonical,2026-06-23T12:50:52.892Z
187,240/93/5632,240/93/5632,LETTER,240 93 5632.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,16,0,,true,canonical,2026-06-23T12:50:52.942Z
300,240/93/5632,240/93/5632,APPENDIX,Приложение (от 240 93 5632).docx,,IMPORTED,,false,1,0,240/93/5632,true,canonical,2026-06-23T12:51:01.991Z
188,240/93/5680,240/93/5680,LETTER,240 93 5680.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,4,4,,true,canonical,2026-06-23T12:50:53.047Z
189,240/93/5682,240/93/5682,LETTER,240 93 5682.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,6,0,,true,canonical,2026-06-23T12:50:53.102Z
190,240/93/5707,240/93/5707,LETTER,240 93 5707.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,4,4,,true,canonical,2026-06-23T12:50:53.175Z
191,240/93/5739,240/93/5739,LETTER,240 93 5739.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,3,0,,true,canonical,2026-06-23T12:50:53.234Z
192,240/93/5759,240/93/5759,LETTER,240 93 5759.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,14,1,,true,canonical,2026-06-23T12:50:53.288Z
301,240/93/5759,240/93/5759,APPENDIX,Приложение(240 93 5759) ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/5759,true,canonical,2026-06-23T12:51:02.054Z
193,240/93/580,240/93/580,LETTER,240 93 580.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,11,1,,true,canonical,2026-06-23T12:50:53.388Z
194,240/93/5836,240/93/5836,LETTER,240 93 5836.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,10,0,,true,canonical,2026-06-23T12:50:53.484Z
195,240/93/5929,240/93/5929,LETTER,240 93 5929.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,2,2,,true,canonical,2026-06-23T12:50:53.562Z
196,240/93/5932,240/93/5932,LETTER,240 93 5932.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,12,0,,true,canonical,2026-06-23T12:50:53.622Z
197,240/93/6023,240/93/6023,LETTER,240 93 6023.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,13,0,,true,canonical,2026-06-23T12:50:53.723Z
198,240/93/6046,240/93/6046,LETTER,240 93 6046.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,21,0,,true,canonical,2026-06-23T12:50:53.817Z
302,240/93/6046,240/93/6046,APPENDIX,Приложение 240 93 6046 — ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/6046,true,canonical,2026-06-23T12:51:02.099Z
199,240/93/6089,240/93/6089,LETTER,240 93 6089.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,11,1,,true,canonical,2026-06-23T12:50:53.937Z
200,240/93/6097,240/93/6097,LETTER,240 93 6097.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,11,11,,true,canonical,2026-06-23T12:50:54.023Z
201,240/93/6198,240/93/6198,LETTER,240 93 6198.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,21,0,,true,canonical,2026-06-23T12:50:54.101Z
304,240/93/6198,240/93/6198,APPENDIX,Приложение 240 93 6198 — ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/6198,true,canonical,2026-06-23T12:51:02.189Z
202,240/93/6203,240/93/6203,LETTER,240 93 6203.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,2,2,,true,canonical,2026-06-23T12:50:54.220Z
203,240/93/6205,240/93/6205,LETTER,240 93 6205.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,14,0,,true,canonical,2026-06-23T12:50:54.272Z
303,240/93/6205,240/93/6205,APPENDIX,Приложение (к 240 93 6205) ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/6089,true,canonical,2026-06-23T12:51:02.142Z
305,240/93/6205,240/93/6205,APPENDIX,Приложение (к 240 93 6205) ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/6205,true,duplicate,2026-06-23T12:51:02.232Z
204,240/93/6303,240/93/6303,LETTER,240 93 6303.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,2,2,,true,canonical,2026-06-23T12:50:54.364Z
205,240/93/6304,240/93/6304,LETTER,240 93 6304.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,14,0,,true,canonical,2026-06-23T12:50:54.409Z
206,240/93/6312,240/93/6312,LETTER,240 93 6312.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,5,5,,true,canonical,2026-06-23T12:50:54.499Z
207,240/93/642,240/93/642,LETTER,240 93 642.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,35,1,,true,canonical,2026-06-23T12:50:54.554Z
208,240/93/643,240/93/643,LETTER,240 93 643.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,3,3,,true,canonical,2026-06-23T12:50:54.698Z
209,240/93/644,240/93/644,LETTER,240 93 644.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,27,2,,true,canonical,2026-06-23T12:50:54.751Z
306,240/93/644,240/93/644,APPENDIX,Приложение 240 93 644 — ДЦОД.docx,,IMPORTED,,false,1,0,240/93/644,true,canonical,2026-06-23T12:51:02.274Z
210,240/93/6465,240/93/6465,LETTER,240 93 6465.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,17,0,,true,canonical,2026-06-23T12:50:54.883Z
307,240/93/6465,240/93/6465,APPENDIX,Приложение (от 240 93 6465) ДКИТИ.docx,,IMPORTED,,false,1,0,240/93/6465,true,canonical,2026-06-23T12:51:02.318Z
211,240/93/6467,240/93/6467,LETTER,240 93 6467.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,9,8,,true,canonical,2026-06-23T12:50:54.972Z
212,240/93/658,240/93/658,LETTER,240 93 658.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,19,0,,true,canonical,2026-06-23T12:50:55.041Z
308,240/93/658,240/93/658,APPENDIX,Приложение (240 93 658).docx,,IMPORTED,,false,1,0,240/93/658,true,canonical,2026-06-23T12:51:02.365Z
213,240/93/6584,240/93/6584,LETTER,240 93 6584.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,5,5,,true,canonical,2026-06-23T12:50:55.143Z
214,240/93/659,240/93/659,LETTER,240 93 659.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,5,5,,true,canonical,2026-06-23T12:50:55.198Z
215,240/93/6619,240/93/6619,LETTER,240 93 6619.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,22,0,,true,canonical,2026-06-23T12:50:55.252Z
309,240/93/6619,240/93/6619,APPENDIX,Приложение ДЦОД.docx,,IMPORTED,,false,1,0,240/93/6619,true,duplicate,2026-06-23T12:51:02.410Z
216,240/93/6630,240/93/6630,LETTER,240 93 6630.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,20,3,,true,canonical,2026-06-23T12:50:55.355Z
310,240/93/6630,240/93/6630,APPENDIX,Приложение от 240 93 6630.docx,,IMPORTED,,false,1,0,240/93/6630,true,canonical,2026-06-23T12:51:02.456Z
217,240/93/6666,240/93/6666,LETTER,240 93 6666.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,7,0,,true,canonical,2026-06-23T12:50:55.463Z
218,240/93/6837,240/93/6837,LETTER,240 93 6837.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,19,0,,true,canonical,2026-06-23T12:50:55.529Z
311,240/93/6837,240/93/98,APPENDIX,Приложение — ДЦОД.docx,,IMPORTED,,false,1,0,240/93/6837,true,duplicate,2026-06-23T12:51:02.503Z
219,240/93/6842,240/93/6842,LETTER,240 93 6842.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,11,11,,true,canonical,2026-06-23T12:50:55.628Z
220,240/93/6901,240/93/6901,LETTER,240 93 6901.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,22,0,,true,canonical,2026-06-23T12:50:55.703Z
312,240/93/6901,240/93/6901,APPENDIX,приложение ДЦОД.docx,,IMPORTED,,false,1,0,240/93/6901,true,canonical,2026-06-23T12:51:02.547Z
221,240/93/6940,240/93/6940,LETTER,240 93 6940.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,9,9,,true,canonical,2026-06-23T12:50:55.810Z
222,240/93/7172,240/93/7172,LETTER,240 93 7172.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,4,4,,true,canonical,2026-06-23T12:50:55.878Z
223,240/93/7173,240/93/7173,LETTER,240 93 7173.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,16,2,,true,canonical,2026-06-23T12:50:55.933Z
313,240/93/7173,240/93/98,APPENDIX,Приложение — ДЦОД.docx,,IMPORTED,,false,1,0,240/93/7173,true,duplicate,2026-06-23T12:51:02.593Z
224,240/93/7246,240/93/7246,LETTER,240 93 7246.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,8,0,,true,canonical,2026-06-23T12:50:57.152Z
225,240/93/7415,240/93/7415,LETTER,240 93 7415.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,26,0,,true,canonical,2026-06-23T12:50:57.247Z
314,240/93/7415,240/93/7415,APPENDIX,Приложение 240 93 7415 — ДЦОД.docx,,IMPORTED,,false,1,0,240/93/7415,true,canonical,2026-06-23T12:51:02.642Z
226,240/93/7466,240/93/7466,LETTER,240 93 7466.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,2,2,,true,canonical,2026-06-23T12:50:57.368Z
227,240/93/7585,240/93/7585,LETTER,240 93 7585.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,2,2,,true,canonical,2026-06-23T12:50:57.412Z
228,240/93/7642,240/93/7642,LETTER,240 93 7642.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,22,0,,true,canonical,2026-06-23T12:50:57.459Z
315,240/93/7642,240/93/7642,APPENDIX,Приложение 7642.docx,,IMPORTED,,false,1,0,240/93/7642,true,canonical,2026-06-23T12:51:02.687Z
229,240/93/7784,240/93/7784,LETTER,240 93 7784.docx,О мерах по повышению защищенности информационной инфраструктуры,PARSED,,true,0,0,,true,routing_letter,2026-06-23T12:50:57.571Z
316,240/93/7784,240/93/7784,APPENDIX,Приложение 240 93 7784 ДИТСБ.docx,,IMPORTED,,false,132,12,240/93/7784,true,canonical,2026-06-23T12:51:02.733Z
230,240/93/7790,240/93/7790,LETTER,240 93 7790.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,5,5,,true,canonical,2026-06-23T12:50:57.611Z
231,240/93/7793,240/93/7793,LETTER,240 93 7793.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,11,0,,true,canonical,2026-06-23T12:50:57.682Z
232,240/93/781,240/93/781,LETTER,240 93 781.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,6,5,,true,canonical,2026-06-23T12:50:57.764Z
233,240/93/782,240/93/782,LETTER,240 93 782.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,17,1,,true,canonical,2026-06-23T12:50:57.826Z
317,240/93/782,240/93/782,APPENDIX,Приложение (240 93 782).docx,,IMPORTED,,false,1,0,240/93/782,true,canonical,2026-06-23T12:51:03.159Z
234,240/93/805,240/93/805,LETTER,240 93 805.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,22,2,,true,canonical,2026-06-23T12:50:57.936Z
318,240/93/805,240/93/805,APPENDIX,Приложение 240 93 805 ДЦОД.docx,,IMPORTED,,false,1,0,240/93/805,true,canonical,2026-06-23T12:51:03.199Z
236,240/93/904,240/93/904,LETTER,240 93 904.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,10,10,,true,canonical,2026-06-23T12:50:58.116Z
237,240/93/908,240/93/908,LETTER,240 93 908.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,22,2,,true,canonical,2026-06-23T12:50:58.192Z
238,240/93/909,240/93/909,LETTER,240 93 909.docx,,PARSED,,true,0,0,,true,routing_letter,2026-06-23T12:50:58.298Z
319,240/93/909,240/93/909,APPENDIX,Приложение.docx,,IMPORTED,,false,21,21,240/93/909,true,canonical,2026-06-23T12:51:03.243Z
239,240/93/954,240/93/954,LETTER,240 93 954.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,50,16,,true,canonical,2026-06-23T12:50:58.329Z
240,240/93/965,240/93/965,LETTER,240 93 965.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,4,0,,true,canonical,2026-06-23T12:50:58.518Z
241,240/93/98,240/93/98,LETTER,240 93 98.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,17,3,,true,canonical,2026-06-23T12:50:58.572Z
320,240/93/98,240/93/98,APPENDIX,Приложение — ДЦОД.docx,,IMPORTED,,false,1,1,240/93/98,true,duplicate,2026-06-23T12:51:03.410Z
242,240/93/998,240/93/998,LETTER,240 93 998.docx,О мерах по повышению защищенности информационной инфраструктуры,IMPORTED,,false,3,3,,true,canonical,2026-06-23T12:50:58.666Z